lakeid,sampledate,depth,cl,ca,mg,na,k,fe,mn,cond
SP,5/2/1995,4,,,,,,,,
SP,5/2/1995,6,,,,,,,,
SP,5/2/1995,8,,,,,,,,
SP,5/2/1995,10,4.21,9.76,2.9,2.17,0.66,0,0,87
SP,5/2/1995,11,,,,,,,,
SP,5/2/1995,13,,,,,,,,
SP,5/2/1995,15,,,,,,,,
SP,5/2/1995,17,,,,,,,,
SP,5/15/1995,0,,,,,,,,
SP,5/15/1995,2,,,,,,,,
SP,5/15/1995,4,,,,,,,,
SP,5/15/1995,5,,,,,,,,
SP,5/15/1995,7,,,,,,,,
SP,5/15/1995,9,,,,,,,,
SP,5/15/1995,11,,,,,,,,
SP,5/15/1995,13,,,,,,,,
SP,5/15/1995,15,,,,,,,,
SP,5/15/1995,17,,,,,,,,
SP,5/31/1995,0,,,,,,0,0,
SP,5/31/1995,2,,,,,,,,
SP,5/31/1995,4,,,,,,,,
SP,5/31/1995,5,,,,,,0,0,
SP,5/31/1995,7,,,,,,,,
SP,5/31/1995,9,,,,,,,,
SP,5/31/1995,11,,,,,,,,
SP,5/31/1995,13,,,,,,,,
SP,5/31/1995,15,,,,,,0,0,
SP,5/31/1995,17,,,,,,,,
SP,6/14/1995,0,,,,,,,,
SP,6/14/1995,2,,,,,,,,
SP,6/14/1995,4,,,,,,,,
SP,6/14/1995,6,,,,,,,,
SP,6/14/1995,8,,,,,,,,
SP,6/14/1995,10,,,,,,,,
SP,6/14/1995,12,,,,,,,,
SP,6/14/1995,13,,,,,,,,
SP,6/14/1995,15,,,,,,,,
SP,6/14/1995,17,,,,,,,,
SP,6/27/1995,0,,,,,,0,0,
SP,6/27/1995,2,,,,,,,,
SP,6/27/1995,4,,,,,,,,
SP,6/27/1995,6,,,,,,,,
SP,6/27/1995,8,,,,,,,,
SP,6/27/1995,10,,,,,,0,0,
SP,6/27/1995,12,,,,,,,,
SP,6/27/1995,14,,,,,,,,
SP,6/27/1995,16,,,,,,,,
SP,6/27/1995,18,,,,,,3.49,0.46,
SP,7/11/1995,0,,,,,,,,
SP,7/11/1995,2,,,,,,,,
SP,7/11/1995,3,,,,,,,,
SP,7/11/1995,5,,,,,,,,
SP,7/11/1995,7,,,,,,,,
SP,7/11/1995,9,,,,,,,,
SP,7/11/1995,11,,,,,,,,
SP,7/11/1995,13,,,,,,,,
SP,7/11/1995,15,,,,,,,,
SP,7/11/1995,17,,,,,,,,
SP,7/24/1995,0,,,,,,0,0,
SP,7/24/1995,2,,,,,,,,
SP,7/24/1995,4,,,,,,,,
SP,7/24/1995,6,,,,,,,,
SP,7/24/1995,8,,,,,,0,0,
SP,7/24/1995,10,,,,,,,,
SP,7/24/1995,12,,,,,,0,0,
SP,7/24/1995,14,,,,,,,,
SP,7/24/1995,15,,,,,,0.09,0.04,
SP,7/24/1995,17,,,,,,,,
SP,8/7/1995,0,,,,,,,,
SP,8/7/1995,2,,,,,,,,
SP,8/7/1995,4,,,,,,,,
SP,8/7/1995,6,,,,,,,,
SP,8/7/1995,8,,,,,,,,
SP,8/7/1995,10,,,,,,,,
SP,8/7/1995,12,,,,,,,,
SP,8/7/1995,14,,,,,,,,
SP,8/7/1995,15,,,,,,,,
SP,8/7/1995,17,,,,,,,,
SP,8/22/1995,0,4.15,9.84,2.85,2.26,0.64,0,0,85
SP,8/22/1995,2,,,,,,,,
SP,8/22/1995,4,,,,,,,,
SP,8/22/1995,6,,,,,,,,
SP,8/22/1995,8,,,,,,,,
SP,8/22/1995,10,4.13,9.99,2.86,2.23,0.65,0.01,0,86
SP,8/22/1995,11,,,,,,,,
SP,8/22/1995,13,,,,,,,,
SP,8/22/1995,15,4.28,10.1,2.89,2.23,0.67,0,0,
SP,8/22/1995,17,,,,,,,,
SP,9/6/1995,0,,,,,,,,
SP,9/6/1995,2,,,,,,,,
SP,9/6/1995,4,,,,,,,,
SP,9/6/1995,6,,,,,,,,
SP,9/6/1995,8,,,,,,,,
SP,9/6/1995,10,,,,,,,,
SP,9/6/1995,12,,,,,,,,
SP,9/6/1995,14,,,,,,,,
SP,9/6/1995,16,,,,,,,,
SP,9/6/1995,18,,,,,,,,
SP,9/19/1995,1,,,,,,,,
SP,9/19/1995,3,,,,,,,,
SP,9/19/1995,5,,,,,,,,
SP,9/19/1995,7,,,,,,,,
SP,9/19/1995,9,,,,,,,,
SP,9/19/1995,10,,,,,,0.03,0,
SP,9/19/1995,12,,,,,,0,0,
SP,9/19/1995,14,,,,,,,,
SP,9/19/1995,16,,,,,,,,
SP,9/19/1995,18,,,,,,9.98,0.39,
SP,10/3/1995,1,,,,,,,,
SP,10/3/1995,3,,,,,,,,
SP,10/3/1995,4,,,,,,,,
SP,10/3/1995,6,,,,,,,,
SP,10/3/1995,8,,,,,,,,
SP,10/3/1995,10,,,,,,,,
SP,10/3/1995,12,,,,,,,,
SP,10/3/1995,14,,,,,,,,
SP,10/3/1995,16,,,,,,,,
SP,10/3/1995,18,,,,,,,,
SP,10/18/1995,1,,,,,,,,
SP,10/18/1995,3,,,,,,,,
SP,10/18/1995,5,,,,,,,,
SP,10/18/1995,7,,,,,,,,
SP,10/18/1995,9,,,,,,,,
SP,10/18/1995,11,,,,,,,,
SP,10/18/1995,12,,,,,,0.02,0.02,
SP,10/18/1995,14,,,,,,,,
SP,10/18/1995,16,,,,,,,,
SP,10/18/1995,18,,,,,,7.32,0.38,
SP,10/31/1995,1,,,,,,,,
SP,10/31/1995,3,,,,,,,,
SP,10/31/1995,5,,,,,,,,
SP,10/31/1995,7,,,,,,,,
SP,10/31/1995,8,,,,,,,,
SP,10/31/1995,10,,,,,,,,
SP,10/31/1995,12,,,,,,,,
SP,10/31/1995,14,,,,,,,,
SP,10/31/1995,16,,,,,,,,
SP,10/31/1995,18,,,,,,,,
SP,11/13/1995,0,4.62,10.25,2.87,2.22,0.68,0.08,0,86
SP,11/13/1995,2,,,,,,,,
SP,11/13/1995,4,,,,,,,,
SP,11/13/1995,6,,,,,,,,
SP,11/13/1995,8,,,,,,,,
SP,11/13/1995,10,4.59,10.16,2.85,2.23,0.67,0.08,0,87
SP,11/13/1995,12,,,,,,,,
SP,11/13/1995,14,,,,,,,,
SP,11/13/1995,16,,,,,,,,
SP,11/13/1995,18,4.59,10.25,2.86,2.22,0.69,0.09,0.01,86
SP,1/24/1996,1,,,,,,,,
SP,1/24/1996,3,,,,,,,,
SP,1/24/1996,5,,,,,,,,
SP,1/24/1996,7,,,,,,,,
SP,1/24/1996,9,,,,,,,,
SP,1/24/1996,11,,,,,,,,
SP,1/24/1996,13,,,,,,,,
SP,1/24/1996,15,,,,,,,,
SP,1/24/1996,17,,,,,,,,
SP,1/24/1996,18,,,,,,0.08,0.28,
SP,2/21/1996,1,,,,,,,,
SP,2/21/1996,3,,,,,,,,
SP,2/21/1996,5,,,,,,,,
SP,2/21/1996,7,,,,,,,,
SP,2/21/1996,9,,,,,,,,
SP,2/21/1996,11,,,,,,,,
SP,2/21/1996,13,,,,,,,,
SP,2/21/1996,15,,,,,,,,
SP,2/21/1996,17,,,,,,,,
SP,2/21/1996,18,4.7,11.58,3.11,2.33,0.83,7.47,1.39,104
SP,4/1/1996,1,,,,,,,,
SP,4/1/1996,3,,,,,,,,
SP,4/1/1996,5,,,,,,,,
SP,4/1/1996,7,,,,,,,,
SP,4/1/1996,9,,,,,,,,
SP,4/1/1996,11,,,,,,,,
SP,4/1/1996,13,,,,,,,,
SP,4/1/1996,15,,,,,,,,
SP,4/1/1996,17,,,,,,,,
SP,4/1/1996,18,,,,,,11.46,1.22,
SP,5/14/1996,1,,,,,,,,
SP,5/14/1996,3,,,,,,,,
SP,5/14/1996,5,,,,,,,,
SP,5/14/1996,7,,,,,,,,
SP,5/14/1996,9,,,,,,,,
SP,5/14/1996,11,,,,,,,,
SP,5/14/1996,13,,,,,,,,
SP,5/14/1996,15,,,,,,,,
SP,5/14/1996,17,,,,,,,,
SP,5/14/1996,18,5.01,11.14,3.13,2.37,0.74,0.61,0.27,
SP,5/29/1996,1,,,,,,,,
SP,5/29/1996,3,,,,,,,,
SP,5/29/1996,5,,,,,,,,
SP,5/29/1996,7,,,,,,,,
SP,5/29/1996,9,,,,,,,,
SP,5/29/1996,10,,,,,,,,
SP,5/29/1996,12,,,,,,,,
SP,5/29/1996,14,,,,,,,,
SP,5/29/1996,16,,,,,,,,
SP,5/29/1996,18,,,,,,,,
SP,6/10/1996,1,,,,,,,,
SP,6/10/1996,3,,,,,,0.01,0,
SP,6/10/1996,5,,,,,,0,0,
SP,6/10/1996,6,,,,,,,,
SP,6/10/1996,8,,,,,,0.01,0,
SP,6/10/1996,10,,,,,,,,
SP,6/10/1996,12,,,,,,0.03,0,
SP,6/10/1996,14,,,,,,,,
SP,6/10/1996,16,,,,,,,,
SP,6/10/1996,18,,,,,,0.24,0.08,
SP,6/26/1996,1,,,,,,,,
SP,6/26/1996,3,,,,,,,,
SP,6/26/1996,4,,,,,,,,
SP,6/26/1996,6,,,,,,,,
SP,6/26/1996,8,,,,,,,,
SP,6/26/1996,10,,,,,,,,
SP,6/26/1996,12,,,,,,,,
SP,6/26/1996,14,,,,,,,,
SP,6/26/1996,16,,,,,,,,
SP,6/26/1996,18,,,,,,,,
SP,7/10/1996,1,,,,,,,,
SP,7/10/1996,3,,,,,,0.03,0.01,
SP,7/10/1996,5,,,,,,0.02,0,
SP,7/10/1996,6,,,,,,,,
SP,7/10/1996,8,,,,,,,,
SP,7/10/1996,10,,,,,,0,0.01,
SP,7/10/1996,12,,,,,,,,
SP,7/10/1996,14,,,,,,,,
SP,7/10/1996,16,,,,,,,,
SP,7/10/1996,18,,,,,,2.31,0.45,
SP,7/25/1996,1,,,,,,,,
SP,7/25/1996,3,,,,,,,,
SP,7/25/1996,5,,,,,,,,
SP,7/25/1996,7,,,,,,,,
SP,7/25/1996,9,,,,,,,,
SP,7/25/1996,11,,,,,,,,
SP,7/25/1996,12,,,,,,,,
SP,7/25/1996,14,,,,,,,,
SP,7/25/1996,16,,,,,,,,
SP,7/25/1996,18,,,,,,,,
SP,8/8/1996,1,,,,,,,,
SP,8/8/1996,3,4.84,9.3,2.61,2.35,0.65,0,0,
SP,8/8/1996,5,,,,,,,,
SP,8/8/1996,7,,,,,,,,
SP,8/8/1996,9,,,,,,,,
SP,8/8/1996,11,,,,,,,,
SP,8/8/1996,13,,,,,,,,
SP,8/8/1996,15,4.77,9.73,2.72,2.37,0.7,0,0.01,
SP,8/8/1996,17,,,,,,,,
SP,8/8/1996,18,4.76,10.44,2.82,2.4,0.76,3.01,0.36,95
SP,8/20/1996,1,,,,,,,,
SP,8/20/1996,3,,,,,,,,
SP,8/20/1996,5,,,,,,,,
SP,8/20/1996,7,,,,,,,,
SP,8/20/1996,9,,,,,,,,
SP,8/20/1996,11,,,,,,,,
SP,8/20/1996,13,,,,,,,,
SP,8/20/1996,15,,,,,,,,
SP,8/20/1996,17,,,,,,,,
SP,8/20/1996,18,,,,,,,,
SP,9/5/1996,1,,,,,,,,
SP,9/5/1996,3,,,,,,,,
SP,9/5/1996,5,,,,,,0,0.01,
SP,9/5/1996,7,,,,,,,,
SP,9/5/1996,9,,,,,,,,
SP,9/5/1996,11,,,,,,,,
SP,9/5/1996,13,,,,,,,,
SP,9/5/1996,15,,,,,,0.04,0.15,
SP,9/5/1996,16,,,,,,,,
SP,9/5/1996,18,,,,,,5.75,0.49,
SP,9/18/1996,1,,,,,,,,
SP,9/18/1996,3,,,,,,,,
SP,9/18/1996,5,,,,,,,,
SP,9/18/1996,7,,,,,,,,
SP,9/18/1996,9,,,,,,,,
SP,9/18/1996,11,,,,,,,,
SP,9/18/1996,13,,,,,,,,
SP,9/18/1996,15,,,,,,,,
SP,9/18/1996,16,,,,,,,,
SP,9/18/1996,18,,,,,,,,
SP,9/30/1996,1,,,,,,,,
SP,9/30/1996,3,,,,,,,,
SP,9/30/1996,5,,,,,,,,
SP,9/30/1996,7,,,,,,,,
SP,9/30/1996,9,,,,,,,,
SP,9/30/1996,10,,,,,,0,0.01,
SP,9/30/1996,12,,,,,,0.08,0.02,
SP,9/30/1996,14,,,,,,,,
SP,9/30/1996,16,,,,,,,,
SP,9/30/1996,18,,,,,,5.28,0.45,
SP,10/15/1996,1,,,,,,,,
SP,10/15/1996,3,,,,,,,,
SP,10/15/1996,5,,,,,,,,
SP,10/15/1996,6,,,,,,,,
SP,10/15/1996,8,,,,,,,,
SP,10/15/1996,10,,,,,,,,
SP,10/15/1996,12,,,,,,,,
SP,10/15/1996,14,,,,,,,,
SP,10/15/1996,16,,,,,,,,
SP,10/15/1996,18,,,,,,,,
SP,11/6/1996,1,,,,,,,,
SP,11/6/1996,3,,,,,,,,
SP,11/6/1996,5,,,,,,,,
SP,11/6/1996,7,,,,,,,,
SP,11/6/1996,9,4.91,9.66,2.74,2.41,0.73,0.12,0,
SP,11/6/1996,11,,,,,,,,
SP,11/6/1996,13,,,,,,,,
SP,11/6/1996,15,,,,,,,,
SP,11/6/1996,17,,,,,,,,
SP,11/6/1996,18,4.85,10.17,2.84,2.43,0.8,1.32,0.27,93
SP,1/14/1997,1,,,,,,,,
SP,1/14/1997,3,,,,,,,,
SP,1/14/1997,5,,,,,,,,
SP,1/14/1997,7,,,,,,,,
SP,1/14/1997,9,,,,,,,,
SP,1/14/1997,10,,,,,,0.05,0,
SP,1/14/1997,12,,,,,,,,
SP,1/14/1997,14,,,,,,,,
SP,1/14/1997,16,,,,,,,,
SP,1/14/1997,18,,,,,,1.85,1.1,
SP,2/17/1997,1,,,,,,,,
SP,2/17/1997,3,,,,,,,,
SP,2/17/1997,5,,,,,,,,
SP,2/17/1997,7,,,,,,,,
SP,2/17/1997,9,,,,,,,,
SP,2/17/1997,11,,,,,,,,
SP,2/17/1997,13,,,,,,,,
SP,2/17/1997,15,,,,,,,,
SP,2/17/1997,17,,,,,,,,
SP,2/17/1997,18,5.08,11.21,2.86,2.46,0.82,7.68,1.37,
SP,3/25/1997,1,,,,,,,,
SP,3/25/1997,3,,,,,,,,
SP,3/25/1997,5,,,,,,,,
SP,3/25/1997,7,,,,,,,,
SP,3/25/1997,9,,,,,,,,
SP,3/25/1997,10,,,,,,0.03,0,
SP,3/25/1997,12,,,,,,,,
SP,3/25/1997,14,,,,,,,,
SP,3/25/1997,16,,,,,,,,
SP,3/25/1997,18,,,,,,12.67,1.12,
SP,5/6/1997,1,,,,,,,,
SP,5/6/1997,3,,,,,,,,
SP,5/6/1997,5,,,,,,,,
SP,5/6/1997,7,,,,,,,,
SP,5/6/1997,9,,,,,,,,
SP,5/6/1997,11,,,,,,,,
SP,5/6/1997,13,,,,,,,,
SP,5/6/1997,15,,,,,,,,
SP,5/6/1997,17,,,,,,,,
SP,5/6/1997,18,4.9,10.09,2.87,2.4,0.68,0.04,0.01,
SP,5/21/1997,1,,,,,,,,
SP,5/21/1997,3,,,,,,,,
SP,5/21/1997,5,,,,,,,,
SP,5/21/1997,7,,,,,,,,
SP,5/21/1997,9,,,,,,,,
SP,5/21/1997,11,,,,,,,,
SP,5/21/1997,13,,,,,,,,
SP,5/21/1997,15,,,,,,,,
SP,5/21/1997,17,,,,,,,,
SP,6/4/1997,0,,,,,,0,0,
SP,6/4/1997,2,,,,,,,,
SP,6/4/1997,3,,,,,,0,0,
SP,6/4/1997,5,,,,,,0,0,
SP,6/4/1997,7,,,,,,,,
SP,6/4/1997,9,,,,,,,,
SP,6/4/1997,11,,,,,,,,
SP,6/4/1997,13,,,,,,,,
SP,6/4/1997,15,,,,,,,,
SP,6/4/1997,17,,,,,,,,
SP,6/18/1997,0,,,,,,,,
SP,6/18/1997,2,,,,,,,,
SP,6/18/1997,4,,,,,,,,
SP,6/18/1997,6,,,,,,,,
SP,6/18/1997,8,,,,,,,,
SP,6/18/1997,10,,,,,,,,
SP,6/18/1997,12,,,,,,,,
SP,6/18/1997,14,,,,,,,,
SP,6/18/1997,16,,,,,,,,
SP,6/18/1997,18,,,,,,,,
SP,7/1/1997,1,,,,,,,,
SP,7/1/1997,3,,,,,,0,0,
SP,7/1/1997,5,,,,,,0.01,0,
SP,7/1/1997,7,,,,,,,,
SP,7/1/1997,9,,,,,,,,
SP,7/1/1997,11,,,,,,,,
SP,7/1/1997,13,,,,,,,,
SP,7/1/1997,15,,,,,,,,
SP,7/1/1997,17,,,,,,,,
SP,7/1/1997,18,,,,,,0.16,0.29,
SP,7/17/1997,1,,,,,,,,
SP,7/17/1997,3,,,,,,,,
SP,7/17/1997,5,,,,,,,,
SP,7/17/1997,7,,,,,,,,
SP,7/17/1997,9,,,,,,,,
SP,7/17/1997,11,,,,,,,,
SP,7/17/1997,13,,,,,,,,
SP,7/17/1997,15,,,,,,,,
SP,7/17/1997,17,,,,,,,,
SP,7/29/1997,0,,,,,,0.02,0,
SP,7/29/1997,2,,,,,,,,
SP,7/29/1997,3,,,,,,0,0,
SP,7/29/1997,5,,,,,,,,
SP,7/29/1997,7,,,,,,,,
SP,7/29/1997,9,,,,,,,,
SP,7/29/1997,11,,,,,,,,
SP,7/29/1997,13,,,,,,,,
SP,7/29/1997,15,,,,,,0.01,0,
SP,7/29/1997,17,,,,,,,,
SP,8/13/1997,0,,,,,,,,
SP,8/13/1997,2,,,,,,,,
SP,8/13/1997,4,,,,,,,,
SP,8/13/1997,6,,,,,,,,
SP,8/13/1997,8,,,,,,,,
SP,8/13/1997,10,,,,,,,,
SP,8/13/1997,12,,,,,,,,
SP,8/13/1997,14,,,,,,,,
SP,8/13/1997,16,,,,,,,,
SP,8/13/1997,18,,,,,,,,
SP,8/28/1997,1,,,,,,,,
SP,8/28/1997,3,,,,,,,,
SP,8/28/1997,5,5.17,10.12,2.81,2.49,0.7,0,0,
SP,8/28/1997,7,,,,,,,,
SP,8/28/1997,9,,,,,,,,
SP,8/28/1997,11,,,,,,,,
SP,8/28/1997,13,,,,,,,,
SP,8/28/1997,15,4.94,10.16,2.83,2.42,0.74,0,0.09,
SP,8/28/1997,17,,,,,,,,
SP,8/28/1997,18,4.96,10.9,2.86,2.44,0.75,3.96,0.39,
SP,9/9/1997,1,,,,,,,,
SP,9/9/1997,3,,,,,,,,
SP,9/9/1997,5,,,,,,,,
SP,9/9/1997,7,,,,,,,,
SP,9/9/1997,9,,,,,,,,
SP,9/9/1997,11,,,,,,,,
SP,9/9/1997,13,,,,,,,,
SP,9/9/1997,15,,,,,,,,
SP,9/9/1997,17,,,,,,,,
SP,9/24/1997,0,,,,,,0.04,0,
SP,9/24/1997,2,,,,,,,,
SP,9/24/1997,4,,,,,,,,
SP,9/24/1997,6,,,,,,,,
SP,9/24/1997,8,,,,,,0.02,0,
SP,9/24/1997,9,,,,,,,,
SP,9/24/1997,11,,,,,,,,
SP,9/24/1997,13,,,,,,,,
SP,9/24/1997,15,,,,,,2.02,0.16,
SP,9/24/1997,17,,,,,,,,
SP,10/7/1997,0,,,,,,,,
SP,10/7/1997,2,,,,,,,,
SP,10/7/1997,4,,,,,,,,
SP,10/7/1997,6,,,,,,,,
SP,10/7/1997,8,,,,,,,,
SP,10/7/1997,10,,,,,,,,
SP,10/7/1997,12,,,,,,,,
SP,10/7/1997,14,,,,,,,,
SP,10/7/1997,16,,,,,,,,
SP,10/7/1997,18,,,,,,,,
SP,10/24/1997,1,,,,,,,,
SP,10/24/1997,3,,,,,,,,
SP,10/24/1997,5,,,,,,,,
SP,10/24/1997,7,,,,,,,,
SP,10/24/1997,9,,,,,,,,
SP,10/24/1997,11,,,,,,,,
SP,10/24/1997,13,,,,,,,,
SP,10/24/1997,15,,,,,,1.72,0.2,
SP,10/24/1997,16,,,,,,,,
SP,10/24/1997,18,,,,,,,,
SP,11/10/1997,1,,,,,,,,
SP,11/10/1997,3,,,,,,,,
SP,11/10/1997,5,,,,,,,,
SP,11/10/1997,7,,,,,,,,
SP,11/10/1997,9,,,,,,,,
SP,11/10/1997,10,4.95,10.2,2.9,2.49,0.67,0,0.01,
SP,11/10/1997,12,,,,,,,,
SP,11/10/1997,14,,,,,,,,
SP,11/10/1997,16,,,,,,,,
SP,11/10/1997,18,4.98,10.2,2.88,2.5,0.67,0.03,0,89
SP,1/12/1998,1,,,,,,,,
SP,1/12/1998,3,,,,,,,,
SP,1/12/1998,5,,,,,,,,
SP,1/12/1998,7,,,,,,,,
SP,1/12/1998,9,,,,,,,,
SP,1/12/1998,10,,,,,,0,0,
SP,1/12/1998,12,,,,,,,,
SP,1/12/1998,14,,,,,,,,
SP,1/12/1998,16,,,,,,,,
SP,1/12/1998,18,,,,,,0.02,0.01,
SP,2/23/1998,1,,,,,,,,
SP,2/23/1998,3,,,,,,,,
SP,2/23/1998,5,,,,,,,,
SP,2/23/1998,7,,,,,,,,
SP,2/23/1998,9,,,,,,,,
SP,2/23/1998,10,4.98,10.01,2.83,2.44,0.67,0,0,
SP,2/23/1998,12,,,,,,,,
SP,2/23/1998,14,,,,,,,,
SP,2/23/1998,16,,,,,,,,
SP,2/23/1998,18,4.97,11.22,3.02,2.5,0.82,5.97,1.19,104
SP,3/18/1998,1,,,,,,,,
SP,3/18/1998,3,,,,,,,,
SP,3/18/1998,5,,,,,,,,
SP,3/18/1998,7,,,,,,,,
SP,3/18/1998,9,,,,,,,,
SP,3/18/1998,10,,,,,,0,0,
SP,3/18/1998,12,,,,,,,,
SP,3/18/1998,14,,,,,,,,
SP,3/18/1998,16,,,,,,,,
SP,4/20/1998,0,5.24,9.83,2.84,2.47,0.66,0,0,88
SP,4/20/1998,2,,,,,,,,
SP,4/20/1998,4,,,,,,,,
SP,4/20/1998,6,,,,,,,,
SP,4/20/1998,8,,,,,,,,
SP,4/20/1998,10,5.2,9.73,2.82,2.47,0.68,0,0,88
SP,4/20/1998,11,,,,,,,,
SP,4/20/1998,13,,,,,,,,
SP,4/20/1998,15,,,,,,,,
SP,4/20/1998,17,,,,,,,,
SP,5/5/1998,0,,,,,,,,
SP,5/5/1998,2,,,,,,,,
SP,5/5/1998,4,,,,,,,,
SP,5/5/1998,6,,,,,,,,
SP,5/5/1998,8,,,,,,,,
SP,5/5/1998,10,,,,,,,,
SP,5/5/1998,12,,,,,,,,
SP,5/5/1998,14,,,,,,,,
SP,5/5/1998,16,,,,,,,,
SP,5/5/1998,18,,,,,,,,
SP,5/19/1998,1,,,,,,,,
SP,5/19/1998,3,,,,,,0,0.01,
SP,5/19/1998,5,,,,,,0,0.01,
SP,5/19/1998,7,,,,,,,,
SP,5/19/1998,9,,,,,,,,
SP,5/19/1998,11,,,,,,,,
SP,5/19/1998,13,,,,,,,,
SP,5/19/1998,15,,,,,,0.05,0.01,
SP,5/19/1998,16,,,,,,,,
SP,5/19/1998,18,,,,,,0.2,0.05,
SP,6/1/1998,1,,,,,,,,
SP,6/1/1998,3,,,,,,,,
SP,6/1/1998,5,,,,,,,,
SP,6/1/1998,7,,,,,,,,
SP,6/1/1998,9,,,,,,,,
SP,6/1/1998,11,,,,,,,,
SP,6/1/1998,13,,,,,,,,
SP,6/1/1998,15,,,,,,,,
SP,6/1/1998,17,,,,,,,,
SP,6/15/1998,0,,,,,,0,0,
SP,6/15/1998,2,,,,,,,,
SP,6/15/1998,4,,,,,,,,
SP,6/15/1998,6,,,,,,,,
SP,6/15/1998,8,,,,,,0,0,
SP,6/15/1998,10,,,,,,0,0,
SP,6/15/1998,11,,,,,,,,
SP,6/15/1998,13,,,,,,,,
SP,6/15/1998,15,,,,,,0.04,0,
SP,6/15/1998,17,,,,,,,,
SP,6/29/1998,0,,,,,,,,
SP,6/29/1998,2,,,,,,,,
SP,6/29/1998,4,,,,,,,,
SP,6/29/1998,6,,,,,,,,
SP,6/29/1998,8,,,,,,,,
SP,6/29/1998,10,,,,,,,,
SP,6/29/1998,12,,,,,,,,
SP,6/29/1998,14,,,,,,,,
SP,6/29/1998,16,,,,,,,,
SP,6/29/1998,18,,,,,,,,
SP,7/14/1998,1,,,,,,,,
SP,7/14/1998,3,,,,,,0,0,
SP,7/14/1998,5,,,,,,,,
SP,7/14/1998,7,,,,,,,,
SP,7/14/1998,8,,,,,,0,0,
SP,7/14/1998,10,,,,,,,,
SP,7/14/1998,12,,,,,,0.01,0,
SP,7/14/1998,14,,,,,,,,
SP,7/14/1998,16,,,,,,,,
SP,7/14/1998,18,,,,,,2.82,0.25,
SP,7/27/1998,1,,,,,,,,
SP,7/27/1998,3,,,,,,,,
SP,7/27/1998,5,,,,,,,,
SP,7/27/1998,7,,,,,,,,
SP,7/27/1998,9,,,,,,,,
SP,7/27/1998,11,,,,,,,,
SP,7/27/1998,13,,,,,,,,
SP,7/27/1998,15,,,,,,,,
SP,7/27/1998,17,,,,,,,,
SP,8/12/1998,0,5.54,9.48,2.87,2.47,0.67,0.02,0.01,91
SP,8/12/1998,1,,,,,,,,
SP,8/12/1998,3,,,,,,,,
SP,8/12/1998,5,5.49,9.51,2.89,2.57,0.7,0.03,0,
SP,8/12/1998,7,,,,,,,,
SP,8/12/1998,9,,,,,,,,
SP,8/12/1998,11,,,,,,,,
SP,8/12/1998,13,,,,,,,,
SP,8/12/1998,15,5.31,9.11,2.8,2.46,0.68,0.07,0.1,
SP,8/12/1998,17,,,,,,,,
SP,8/26/1998,0,,,,,,,,
SP,8/26/1998,2,,,,,,,,
SP,8/26/1998,4,,,,,,,,
SP,8/26/1998,6,,,,,,,,
SP,8/26/1998,8,,,,,,,,
SP,8/26/1998,10,,,,,,,,
SP,8/26/1998,12,,,,,,,,
SP,8/26/1998,14,,,,,,,,
SP,8/26/1998,16,,,,,,,,
SP,8/26/1998,18,,,,,,,,
SP,9/9/1998,1,,,,,,,,
SP,9/9/1998,3,,,,,,,,
SP,9/9/1998,5,,,,,,,,
SP,9/9/1998,7,,,,,,,,
SP,9/9/1998,9,,,,,,,,
SP,9/9/1998,11,,,,,,,,
SP,9/9/1998,12,,,,,,0.02,0,
SP,9/9/1998,14,,,,,,0.07,0.06,
SP,9/9/1998,16,,,,,,2.94,0.27,
SP,9/9/1998,18,,,,,,5.99,0.3,
SP,9/24/1998,1,,,,,,,,
SP,9/24/1998,3,,,,,,,,
SP,9/24/1998,5,,,,,,,,
SP,9/24/1998,7,,,,,,,,
SP,9/24/1998,9,,,,,,,,
SP,9/24/1998,11,,,,,,,,
SP,9/24/1998,13,,,,,,,,
SP,9/24/1998,15,,,,,,,,
SP,9/24/1998,17,,,,,,,,
SP,10/6/1998,0,,,,,,0.01,0,
SP,10/6/1998,1,,,,,,,,
SP,10/6/1998,3,,,,,,,,
SP,10/6/1998,5,,,,,,,,
SP,10/6/1998,7,,,,,,,,
SP,10/6/1998,9,,,,,,,,
SP,10/6/1998,11,,,,,,,,
SP,10/6/1998,13,,,,,,,,
SP,10/6/1998,15,,,,,,0.37,0.25,
SP,10/6/1998,17,,,,,,,,
SP,10/20/1998,0,,,,,,,,
SP,10/20/1998,2,,,,,,,,
SP,10/20/1998,4,,,,,,,,
SP,10/20/1998,6,,,,,,,,
SP,10/20/1998,8,,,,,,,,
SP,10/20/1998,10,,,,,,,,
SP,10/20/1998,12,,,,,,,,
SP,10/20/1998,14,,,,,,,,
SP,10/20/1998,16,,,,,,,,
SP,10/20/1998,18,,,,,,,,
SP,11/12/1998,1,,,,,,,,
SP,11/12/1998,3,,,,,,,,
SP,11/12/1998,5,,,,,,,,
SP,11/12/1998,7,,,,,,,,
SP,11/12/1998,9,,,,,,,,
SP,11/12/1998,10,5.58,9.76,2.85,2.45,0.69,0.11,0,
SP,11/12/1998,12,,,,,,,,
SP,11/12/1998,14,,,,,,,,
SP,11/12/1998,16,,,,,,,,
SP,11/12/1998,18,6.06,9.9,2.87,2.45,0.7,0.09,0,93
SP,1/18/1999,1,,,,,,,,
SP,1/18/1999,3,,,,,,,,
SP,1/18/1999,5,,,,,,,,
