lakeid,sampledate,depth,cl,ca,mg,na,k,fe,mn,cond
SP,8/14/2002,4,,,,,,,,
SP,8/14/2002,6,,,,,,,,
SP,8/14/2002,8,6.12,10.2,2.95,2.6,0.67,0,0,92
SP,8/14/2002,10,,,,,,,,
SP,8/14/2002,12,6.07,9.98,2.91,2.54,0.67,0.02,0.01,
SP,8/14/2002,14,,,,,,,,
SP,8/14/2002,16,6.08,10.4,2.95,2.53,0.73,0.86,0.25,
SP,8/14/2002,18,6.11,10.7,3.01,2.54,0.75,5.31,0.35,98
SP,8/29/2002,1,,,,,,,,
SP,8/29/2002,3,,,,,,,,
SP,8/29/2002,5,,,,,,,,
SP,8/29/2002,7,,,,,,,,
SP,8/29/2002,8,,,,,,,,
SP,8/29/2002,10,,,,,,,,
SP,8/29/2002,12,,,,,,,,
SP,8/29/2002,14,,,,,,,,
SP,8/29/2002,16,,,,,,,,
SP,8/29/2002,18,,,,,,,,
SP,9/12/2002,0,,,,,,,,
SP,9/12/2002,2,,,,,,,,
SP,9/12/2002,4,,,,,,,,
SP,9/12/2002,6,,,,,,,,
SP,9/12/2002,8,,,,,,,,
SP,9/12/2002,10,,,,,,,,
SP,9/12/2002,12,,,,,,,,
SP,9/12/2002,14,,,,,,,,
SP,9/12/2002,16,,,,,,,,
SP,9/12/2002,18,,,,,,,,
SP,9/26/2002,1,,,,,,,,
SP,9/26/2002,3,,,,,,,,
SP,9/26/2002,5,,,,,,,,
SP,9/26/2002,7,,,,,,,,
SP,9/26/2002,9,,,,,,,,
SP,9/26/2002,10,,,,,,,,
SP,9/26/2002,12,,,,,,,,
SP,9/26/2002,14,,,,,,,,
SP,9/26/2002,16,,,,,,,,
SP,9/26/2002,18,,,,,,,,
SP,10/9/2002,1,,,,,,,,
SP,10/9/2002,3,,,,,,,,
SP,10/9/2002,5,,,,,,,,
SP,10/9/2002,7,,,,,,,,
SP,10/9/2002,9,,,,,,,,
SP,10/9/2002,11,,,,,,,,
SP,10/9/2002,12,,,,,,,,
SP,10/9/2002,14,,,,,,,,
SP,10/9/2002,16,,,,,,,,
SP,10/9/2002,18,,,,,,,,
SP,10/24/2002,1,,,,,,,,
SP,10/24/2002,3,,,,,,,,
SP,10/24/2002,5,,,,,,,,
SP,10/24/2002,7,,,,,,,,
SP,10/24/2002,9,,,,,,,,
SP,10/24/2002,11,,,,,,,,
SP,10/24/2002,13,,,,,,,,
SP,10/24/2002,15,,,,,,,,
SP,10/24/2002,17,,,,,,,,
SP,10/24/2002,18,,,,,,,,
SP,11/7/2002,0,6.46,10.7,2.98,2.68,0.68,0.07,0,99
SP,11/7/2002,2,,,,,,,,
SP,11/7/2002,4,,,,,,,,
SP,11/7/2002,6,,,,,,,,
SP,11/7/2002,8,,,,,,,,
SP,11/7/2002,10,6.44,10.7,3.02,2.67,0.68,0.07,0,99
SP,11/7/2002,12,,,,,,,,
SP,11/7/2002,14,,,,,,,,
SP,11/7/2002,16,,,,,,,,
SP,11/7/2002,18,6.49,10.7,3.03,2.67,0.68,0.07,0,98
SP,1/15/2003,1,,,,,,,,
SP,1/15/2003,3,,,,,,,,
SP,1/15/2003,5,,,,,,,,
SP,1/15/2003,7,,,,,,,,
SP,1/15/2003,9,,,,,,,,
SP,1/15/2003,10,,,,,,,,
SP,1/15/2003,12,,,,,,,,
SP,1/15/2003,14,,,,,,,,
SP,1/15/2003,16,,,,,,,,
SP,1/15/2003,18,,,,,,,,
SP,3/6/2003,1,,,,,,,,
SP,3/6/2003,3,,,,,,,,
SP,3/6/2003,5,,,,,,,,
SP,3/6/2003,7,,,,,,,,
SP,3/6/2003,9,,,,,,,,
SP,3/6/2003,11,,,,,,,,
SP,3/6/2003,13,,,,,,,,
SP,3/6/2003,15,,,,,,,,
SP,3/6/2003,17,,,,,,,,
SP,3/6/2003,18,6.89,11.7,3.15,2.7,0.81,0.48,0.81,114
SP,4/2/2003,0,,,,,,,,
SP,4/2/2003,2,,,,,,,,
SP,4/2/2003,4,,,,,,,,
SP,4/2/2003,6,,,,,,,,
SP,4/2/2003,8,,,,,,,,
SP,4/2/2003,10,,,,,,,,
SP,4/2/2003,12,,,,,,,,
SP,4/2/2003,14,,,,,,,,
SP,4/2/2003,16,,,,,,,,
SP,4/2/2003,18,,,,,,,,
SP,4/29/2003,1,,,,,,,,
SP,4/29/2003,3,,,,,,,,
SP,4/29/2003,5,,,,,,,,
SP,4/29/2003,7,,,,,,,,
SP,4/29/2003,9,,,,,,,,
SP,4/29/2003,11,,,,,,,,
SP,4/29/2003,13,,,,,,,,
SP,4/29/2003,15,,,,,,,,
SP,4/29/2003,17,,,,,,,,
SP,4/29/2003,18,7.09,11.43,3.19,2.73,0.75,0.62,0.29,103
SP,5/14/2003,1,,,,,,,,
SP,5/14/2003,3,,,,,,,,
SP,5/14/2003,5,,,,,,,,
SP,5/14/2003,7,,,,,,,,
SP,5/14/2003,9,,,,,,,,
SP,5/14/2003,11,,,,,,,,
SP,5/14/2003,13,,,,,,,,
SP,5/14/2003,15,,,,,,,,
SP,5/14/2003,17,,,,,,,,
SP,5/14/2003,18,,,,,,,,
SP,5/30/2003,0,,,,,,,,
SP,5/30/2003,2,,,,,,,,
SP,5/30/2003,4,,,,,,,,
SP,5/30/2003,6,,,,,,,,
SP,5/30/2003,8,,,,,,,,
SP,5/30/2003,10,,,,,,,,
SP,5/30/2003,12,,,,,,,,
SP,5/30/2003,14,,,,,,,,
SP,5/30/2003,16,,,,,,,,
SP,5/30/2003,18,,,,,,,,
SP,6/9/2003,1,,,,,,,,
SP,6/9/2003,3,,,,,,,,
SP,6/9/2003,5,,,,,,,,
SP,6/9/2003,7,,,,,,,,
SP,6/9/2003,8,,,,,,,,
SP,6/9/2003,10,,,,,,,,
SP,6/9/2003,12,,,,,,,,
SP,6/9/2003,14,,,,,,,,
SP,6/9/2003,16,,,,,,,,
SP,6/9/2003,18,,,,,,,,
SP,6/23/2003,1,,,,,,,,
SP,6/23/2003,3,,,,,,,,
SP,6/23/2003,5,,,,,,,,
SP,6/23/2003,7,,,,,,,,
SP,6/23/2003,9,,,,,,,,
SP,6/23/2003,10,,,,,,,,
SP,6/23/2003,12,,,,,,,,
SP,6/23/2003,13,,,,,,,,
SP,6/23/2003,15,,,,,,,,
SP,6/23/2003,17,,,,,,,,
SP,7/7/2003,0,,,,,,,,
SP,7/7/2003,2,,,,,,,,
SP,7/7/2003,4,,,,,,,,
SP,7/7/2003,6,,,,,,,,
SP,7/7/2003,8,,,,,,,,
SP,7/7/2003,9,,,,,,,,
SP,7/7/2003,11,,,,,,,,
SP,7/7/2003,13,,,,,,,,
SP,7/7/2003,15,,,,,,,,
SP,7/7/2003,17,,,,,,,,
SP,7/21/2003,0,,,,,,,,
SP,7/21/2003,2,,,,,,,,
SP,7/21/2003,4,,,,,,,,
SP,7/21/2003,5,,,,,,,,
SP,7/21/2003,7,,,,,,,,
SP,7/21/2003,9,,,,,,,,
SP,7/21/2003,11,,,,,,,,
SP,7/21/2003,13,,,,,,,,
SP,7/21/2003,15,,,,,,,,
SP,7/21/2003,17,,,,,,,,
SP,8/4/2003,0,,,,,,,,
SP,8/4/2003,2,,,,,,,,
SP,8/4/2003,4,,,,,,,,
SP,8/4/2003,6,,,,,,,,
SP,8/4/2003,8,,,,,,,,
SP,8/4/2003,10,,,,,,,,
SP,8/4/2003,12,,,,,,,,
SP,8/4/2003,13,,,,,,,,
SP,8/4/2003,15,,,,,,,,
SP,8/4/2003,17,,,,,,,,
SP,8/20/2003,0,6.59,9.94,2.86,2.55,0.64,0.01,0,94
SP,8/20/2003,2,,,,,,,,
SP,8/20/2003,4,,,,,,,,
SP,8/20/2003,6,,,,,,,,
SP,8/20/2003,8,,,,,,,,
SP,8/20/2003,10,6.63,10.05,2.88,2.5,0.67,0.01,0,94
SP,8/20/2003,12,6.77,10.43,2.98,2.54,0.7,0.01,0,
SP,8/20/2003,14,,,,,,,,
SP,8/20/2003,16,,,,,,,,
SP,8/20/2003,18,7.08,11.17,3.1,2.65,0.82,5.83,0.33,107
SP,9/3/2003,0,,,,,,,,
SP,9/3/2003,2,,,,,,,,
SP,9/3/2003,3,,,,,,,,
SP,9/3/2003,5,,,,,,,,
SP,9/3/2003,7,,,,,,,,
SP,9/3/2003,9,,,,,,,,
SP,9/3/2003,11,,,,,,,,
SP,9/3/2003,13,,,,,,,,
SP,9/3/2003,15,,,,,,,,
SP,9/3/2003,17,,,,,,,,
SP,9/16/2003,0,,,,,,,,
SP,9/16/2003,2,,,,,,,,
SP,9/16/2003,4,,,,,,,,
SP,9/16/2003,6,,,,,,,,
SP,9/16/2003,8,,,,,,,,
SP,9/16/2003,10,,,,,,,,
SP,9/16/2003,12,,,,,,,,
SP,9/16/2003,14,,,,,,,,
SP,9/16/2003,16,,,,,,,,
SP,9/16/2003,18,,,,,,,,
SP,10/1/2003,0,,,,,,,,
SP,10/1/2003,2,,,,,,,,
SP,10/1/2003,4,,,,,,,,
SP,10/1/2003,6,,,,,,,,
SP,10/1/2003,8,,,,,,,,
SP,10/1/2003,10,,,,,,,,
SP,10/1/2003,11,,,,,,,,
SP,10/1/2003,13,,,,,,,,
SP,10/1/2003,15,,,,,,,,
SP,10/1/2003,17,,,,,,,,
SP,10/14/2003,0,,,,,,,,
SP,10/14/2003,2,,,,,,,,
SP,10/14/2003,4,,,,,,,,
SP,10/14/2003,6,,,,,,,,
SP,10/14/2003,8,,,,,,,,
SP,10/14/2003,10,,,,,,,,
SP,10/14/2003,12,,,,,,,,
SP,10/14/2003,14,,,,,,,,
SP,10/14/2003,16,,,,,,,,
SP,10/14/2003,18,,,,,,,,
SP,10/28/2003,0,,,,,,,,
SP,10/28/2003,2,,,,,,,,
SP,10/28/2003,4,,,,,,,,
SP,10/28/2003,6,,,,,,,,
SP,10/28/2003,8,,,,,,,,
SP,10/28/2003,10,,,,,,,,
SP,10/28/2003,11,,,,,,,,
SP,10/28/2003,13,,,,,,,,
SP,10/28/2003,15,,,,,,,,
SP,10/28/2003,17,,,,,,,,
SP,11/13/2003,0,7.08,10.57,3.03,2.72,0.7,0.11,0,96
SP,11/13/2003,2,,,,,,,,
SP,11/13/2003,4,,,,,,,,
SP,11/13/2003,6,,,,,,,,
SP,11/13/2003,8,,,,,,,,
SP,11/13/2003,10,6.9,10.5,3.02,2.77,0.68,0.11,0,97
SP,11/13/2003,11,,,,,,,,
SP,11/13/2003,13,,,,,,,,
SP,11/13/2003,15,,,,,,,,
SP,11/13/2003,17,,,,,,,,
SP,1/12/2004,0,,,,,,,,
SP,1/12/2004,1,,,,,,,,
SP,1/12/2004,3,,,,,,,,
SP,1/12/2004,5,,,,,,,,
SP,1/12/2004,7,,,,,,,,
SP,1/12/2004,9,,,,,,,,
SP,1/12/2004,11,,,,,,,,
SP,1/12/2004,13,,,,,,,,
SP,1/12/2004,15,,,,,,,,
SP,1/12/2004,17,,,,,,,,
SP,2/18/2004,0,6.42,13.2,3.68,3.18,0.74,0,0,107
SP,2/18/2004,2,,,,,,,,
SP,2/18/2004,4,,,,,,,,
SP,2/18/2004,6,,,,,,,,
SP,2/18/2004,8,,,,,,,,
SP,2/18/2004,10,5.87,11.8,3.32,2.86,0.65,0.1,0.01,98
SP,2/18/2004,11,,,,,,,,
SP,2/18/2004,13,,,,,,,,
SP,2/18/2004,15,,,,,,,,
SP,2/18/2004,17,,,,,,,,
SP,4/7/2004,0,,,,,,,,
SP,4/7/2004,2,,,,,,,,
SP,4/7/2004,4,,,,,,,,
SP,4/7/2004,6,,,,,,,,
SP,4/7/2004,8,,,,,,,,
SP,4/7/2004,10,,,,,,,,
SP,4/7/2004,11,,,,,,,,
SP,4/7/2004,13,,,,,,,,
SP,4/7/2004,15,,,,,,,,
SP,4/7/2004,17,,,,,,,,
SP,4/30/2004,0,5.52,10.3,2.86,2.55,0.62,0.04,0,93
SP,4/30/2004,2,,,,,,,,
SP,4/30/2004,4,,,,,,,,
SP,4/30/2004,6,,,,,,,,
SP,4/30/2004,8,,,,,,,,
SP,4/30/2004,10,5.53,10.2,2.88,2.54,0.62,0.04,0,93
SP,4/30/2004,11,,,,,,,,
SP,4/30/2004,13,,,,,,,,
SP,4/30/2004,15,,,,,,,,
SP,4/30/2004,17,5.52,10.2,2.85,2.55,0.63,0.04,0,94
SP,5/10/2004,0,,,,,,,,
SP,5/10/2004,2,,,,,,,,
SP,5/10/2004,3,,,,,,,,
SP,5/10/2004,5,,,,,,,,
SP,5/10/2004,7,,,,,,,,
SP,5/10/2004,9,,,,,,,,
SP,5/10/2004,11,,,,,,,,
SP,5/10/2004,13,,,,,,,,
SP,5/10/2004,15,,,,,,,,
SP,5/10/2004,17,,,,,,,,
SP,5/24/2004,0,,,,,,,,
SP,5/24/2004,2,,,,,,,,
SP,5/24/2004,4,,,,,,,,
SP,5/24/2004,6,,,,,,,,
SP,5/24/2004,8,,,,,,,,
SP,5/24/2004,9,,,,,,,,
SP,5/24/2004,11,,,,,,,,
SP,5/24/2004,13,,,,,,,,
SP,5/24/2004,15,,,,,,,,
SP,5/24/2004,17,,,,,,,,
SP,6/7/2004,0,,,,,,,,
SP,6/7/2004,2,,,,,,,,
SP,6/7/2004,4,,,,,,,,
SP,6/7/2004,6,,,,,,,,
SP,6/7/2004,8,,,,,,,,
SP,6/7/2004,10,,,,,,,,
SP,6/7/2004,12,,,,,,,,
SP,6/7/2004,14,,,,,,,,
SP,6/7/2004,15,,,,,,,,
SP,6/7/2004,17,,,,,,,,
SP,6/22/2004,0,,,,,,,,
SP,6/22/2004,2,,,,,,,,
SP,6/22/2004,4,,,,,,,,
SP,6/22/2004,6,,,,,,,,
SP,6/22/2004,8,,,,,,,,
SP,6/22/2004,10,,,,,,,,
SP,6/22/2004,12,,,,,,,,
SP,6/22/2004,14,,,,,,,,
SP,6/22/2004,15,,,,,,,,
SP,6/22/2004,17,,,,,,,,
SP,7/6/2004,0,,,,,,,,
SP,7/6/2004,2,,,,,,,,
SP,7/6/2004,4,,,,,,,,
SP,7/6/2004,6,,,,,,,,
SP,7/6/2004,8,,,,,,,,
SP,7/6/2004,10,,,,,,,,
SP,7/6/2004,12,,,,,,,,
SP,7/6/2004,14,,,,,,,,
SP,7/6/2004,15,,,,,,,,
SP,7/6/2004,17,,,,,,,,
SP,7/21/2004,0,,,,,,,,
SP,7/21/2004,2,,,,,,,,
SP,7/21/2004,4,,,,,,,,
SP,7/21/2004,6,,,,,,,,
SP,7/21/2004,8,,,,,,,,
SP,7/21/2004,10,,,,,,,,
SP,7/21/2004,12,,,,,,,,
SP,7/21/2004,14,,,,,,,,
SP,7/21/2004,16,,,,,,,,
SP,7/21/2004,18,,,,,,,,
SP,8/2/2004,0,,,,,,,,
SP,8/2/2004,2,,,,,,,,
SP,8/2/2004,4,,,,,,,,
SP,8/2/2004,6,,,,,,,,
SP,8/2/2004,8,,,,,,,,
SP,8/2/2004,10,,,,,,,,
SP,8/2/2004,12,,,,,,,,
SP,8/2/2004,14,,,,,,,,
SP,8/2/2004,15,,,,,,,,
SP,8/2/2004,17,,,,,,,,
SP,8/16/2004,0,7.17,11.3,3.14,3.1,0.7,0.01,0,95
SP,8/16/2004,1,,,,,,,,
SP,8/16/2004,3,,,,,,,,
SP,8/16/2004,5,7.16,11.5,3.14,3.16,0.7,0.01,0,
SP,8/16/2004,7,,,,,,,,
SP,8/16/2004,9,,,,,,,,
SP,8/16/2004,11,,,,,,,,
SP,8/16/2004,13,,,,,,,,
SP,8/16/2004,15,,,,,,,,
SP,8/16/2004,17,,,,,,,,
SP,8/30/2004,0,,,,,,,,
SP,8/30/2004,2,,,,,,,,
SP,8/30/2004,4,,,,,,,,
SP,8/30/2004,6,,,,,,,,
SP,8/30/2004,8,,,,,,,,
SP,8/30/2004,10,,,,,,,,
SP,8/30/2004,12,,,,,,,,
SP,8/30/2004,13,,,,,,,,
SP,8/30/2004,15,,,,,,,,
SP,8/30/2004,17,,,,,,,,
SP,9/13/2004,0,,,,,,,,
SP,9/13/2004,2,,,,,,,,
SP,9/13/2004,4,,,,,,,,
SP,9/13/2004,6,,,,,,,,
SP,9/13/2004,8,,,,,,,,
SP,9/13/2004,10,,,,,,,,
SP,9/13/2004,11,,,,,,,,
SP,9/13/2004,13,,,,,,,,
SP,9/13/2004,15,,,,,,,,
SP,9/13/2004,17,,,,,,,,
SP,9/29/2004,0,,,,,,,,
SP,9/29/2004,2,,,,,,,,
SP,9/29/2004,4,,,,,,,,
SP,9/29/2004,6,,,,,,,,
SP,9/29/2004,8,,,,,,,,
SP,9/29/2004,9,,,,,,,,
SP,9/29/2004,11,,,,,,,,
SP,9/29/2004,13,,,,,,,,
SP,9/29/2004,15,,,,,,,,
SP,9/29/2004,17,,,,,,,,
SP,10/11/2004,1,,,,,,,,
SP,10/11/2004,3,,,,,,,,
SP,10/11/2004,5,,,,,,,,
SP,10/11/2004,7,,,,,,,,
SP,10/11/2004,9,,,,,,,,
SP,10/11/2004,11,,,,,,,,
SP,10/11/2004,13,,,,,,,,
SP,10/11/2004,15,,,,,,,,
SP,10/11/2004,17,,,,,,,,
SP,10/25/2004,0,,,,,,,,
SP,10/25/2004,2,,,,,,,,
SP,10/25/2004,4,,,,,,,,
SP,10/25/2004,6,,,,,,,,
SP,10/25/2004,8,,,,,,,,
SP,10/25/2004,10,,,,,,,,
SP,10/25/2004,12,,,,,,,,
SP,10/25/2004,13,,,,,,,,
SP,10/25/2004,15,,,,,,,,
SP,10/25/2004,17,,,,,,,,
SP,11/10/2004,0,2.04,11.2,3.12,3.29,0.67,0.05,0.01,96
SP,11/10/2004,2,,,,,,,,
SP,11/10/2004,4,,,,,,,,
SP,11/10/2004,6,,,,,,,,
SP,11/10/2004,8,,,,,,,,
SP,11/10/2004,10,1.09,11,3.05,3.21,0.66,0.05,0.01,96
SP,11/10/2004,12,,,,,,,,
SP,11/10/2004,14,,,,,,,,
SP,11/10/2004,16,,,,,,,,
SP,1/19/2005,0,,,,,,,,
SP,1/19/2005,2,,,,,,,,
SP,1/19/2005,4,,,,,,,,
SP,1/19/2005,6,,,,,,,,
SP,1/19/2005,8,,,,,,,,
SP,1/19/2005,10,,,,,,,,
SP,1/19/2005,12,,,,,,,,
SP,1/19/2005,14,,,,,,,,
SP,1/19/2005,16,,,,,,,,
SP,1/19/2005,18,,,,,,,,
SP,2/25/2005,0,7,11.4,3.25,2.92,0.74,0,0,106
SP,2/25/2005,2,,,,,,,,
SP,2/25/2005,4,,,,,,,,
SP,2/25/2005,6,,,,,,,,
SP,2/25/2005,8,,,,,,,,
SP,2/25/2005,10,6.23,10.7,3.04,2.69,0.66,0.02,0,101
SP,2/25/2005,11,,,,,,,,
SP,2/25/2005,13,,,,,,,,
SP,2/25/2005,15,,,,,,,,
SP,2/25/2005,17,,,,,,,,
SP,4/6/2005,0,,,,,,,,
SP,4/6/2005,2,,,,,,,,
SP,4/6/2005,4,,,,,,,,
SP,4/6/2005,6,,,,,,,,
SP,4/6/2005,8,,,,,,,,
SP,4/6/2005,10,,,,,,,,
SP,4/6/2005,12,,,,,,,,
SP,4/6/2005,14,,,,,,,,
SP,4/6/2005,16,,,,,,,,
SP,4/6/2005,18,,,,,,,,
SP,4/20/2005,0,5.98,10.8,2.95,2.68,0.62,0,0,91
SP,4/20/2005,1,,,,,,,,
SP,4/20/2005,3,,,,,,,,
SP,4/20/2005,5,,,,,,,,
SP,4/20/2005,7,,,,,,,,
SP,4/20/2005,9,,,,,,,,
SP,4/20/2005,11,,,,,,,,
SP,4/20/2005,13,,,,,,,,
SP,4/20/2005,15,,,,,,,,
SP,4/20/2005,17,,,,,,,,
SP,5/2/2005,0,,,,,,,,
SP,5/2/2005,2,,,,,,,,
SP,5/2/2005,4,,,,,,,,
SP,5/2/2005,6,,,,,,,,
SP,5/2/2005,8,,,,,,,,
SP,5/2/2005,9,,,,,,,,
SP,5/2/2005,11,,,,,,,,
SP,5/2/2005,13,,,,,,,,
SP,5/2/2005,15,,,,,,,,
SP,5/2/2005,17,,,,,,,,
SP,5/19/2005,0,,,,,,,,
SP,5/19/2005,2,,,,,,,,
SP,5/19/2005,4,,,,,,,,
SP,5/19/2005,6,,,,,,,,
SP,5/19/2005,8,,,,,,,,
SP,5/19/2005,10,,,,,,,,
SP,5/19/2005,11,,,,,,,,
SP,5/19/2005,13,,,,,,,,
SP,5/19/2005,15,,,,,,,,
SP,5/19/2005,17,,,,,,,,
SP,6/1/2005,0,,,,,,,,
SP,6/1/2005,2,,,,,,,,
SP,6/1/2005,3,,,,,,,,
SP,6/1/2005,5,,,,,,,,
SP,6/1/2005,7,,,,,,,,
SP,6/1/2005,9,,,,,,,,
SP,6/1/2005,11,,,,,,,,
SP,6/1/2005,13,,,,,,,,
SP,6/1/2005,15,,,,,,,,
SP,6/1/2005,17,,,,,,,,
SP,6/1/2005,18,,,,,,,,
SP,6/13/2005,1,,,,,,,,
SP,6/13/2005,3,,,,,,,,
SP,6/13/2005,4,,,,,,,,
SP,6/13/2005,6,,,,,,,,
SP,6/13/2005,8,,,,,,,,
SP,6/13/2005,10,,,,,,,,
SP,6/13/2005,12,,,,,,,,
SP,6/13/2005,14,,,,,,,,
SP,6/13/2005,16,,,,,,,,
SP,6/27/2005,0,,,,,,,,
SP,6/27/2005,2,,,,,,,,
SP,6/27/2005,4,,,,,,,,
SP,6/27/2005,6,,,,,,,,
SP,6/27/2005,8,,,,,,,,
SP,6/27/2005,10,,,,,,,,
SP,6/27/2005,12,,,,,,,,
SP,6/27/2005,14,,,,,,,,
SP,6/27/2005,15,,,,,,,,
SP,6/27/2005,17,,,,,,,,
SP,7/12/2005,1,,,,,,,,
SP,7/12/2005,3,,,,,,,,
SP,7/12/2005,5,,,,,,,,
SP,7/12/2005,7,,,,,,,,
SP,7/12/2005,9,,,,,,,,
SP,7/12/2005,11,,,,,,,,
SP,7/12/2005,13,,,,,,,,
SP,7/12/2005,15,,,,,,,,
SP,7/12/2005,16,,,,,,,,
SP,7/25/2005,0,,,,,,,,
SP,7/25/2005,2,,,,,,,,
SP,7/25/2005,4,,,,,,,,
SP,7/25/2005,6,,,,,,,,
SP,7/25/2005,8,,,,,,,,
SP,7/25/2005,10,,,,,,,,
SP,7/25/2005,12,,,,,,,,
SP,7/25/2005,14,,,,,,,,
SP,7/25/2005,15,,,,,,,,
SP,7/25/2005,17,,,,,,,,
SP,8/9/2005,1,,,,,,,,
SP,8/9/2005,3,,,,,,,,
SP,8/9/2005,5,5.92,10.7,2.98,2.79,0.62,0.02,0,
SP,8/9/2005,7,,,,,,,,
SP,8/9/2005,9,,,,,,,,
SP,8/9/2005,11,,,,,,,,
SP,8/9/2005,13,,,,,,,,
SP,8/9/2005,15,5.53,10.8,2.94,2.76,0.67,0.15,0.04,
SP,8/9/2005,17,5.74,11,2.98,2.76,0.74,1.35,0.29,99
SP,8/22/2005,0,,,,,,,,
SP,8/22/2005,2,,,,,,,,
SP,8/22/2005,4,,,,,,,,
SP,8/22/2005,6,,,,,,,,
SP,8/22/2005,8,,,,,,,,
SP,8/22/2005,10,,,,,,,,
SP,8/22/2005,12,,,,,,,,
SP,8/22/2005,14,,,,,,,,
SP,8/22/2005,15,,,,,,,,
SP,8/22/2005,17,,,,,,,,
SP,9/8/2005,1,,,,,,,,
SP,9/8/2005,3,,,,,,,,
SP,9/8/2005,5,,,,,,,,
SP,9/8/2005,7,,,,,,,,
SP,9/8/2005,9,,,,,,,,
SP,9/8/2005,11,,,,,,,,
SP,9/8/2005,13,,,,,,,,
SP,9/8/2005,15,,,,,,,,
SP,9/8/2005,17,,,,,,,,
SP,9/19/2005,0,,,,,,,,
SP,9/19/2005,2,,,,,,,,
SP,9/19/2005,4,,,,,,,,
SP,9/19/2005,6,,,,,,,,
SP,9/19/2005,8,,,,,,,,
SP,9/19/2005,9,,,,,,,,
SP,9/19/2005,11,,,,,,,,
SP,9/19/2005,13,,,,,,,,
SP,9/19/2005,15,,,,,,,,
SP,9/19/2005,17,,,,,,,,
SP,10/3/2005,1,,,,,,,,
SP,10/3/2005,3,,,,,,,,
SP,10/3/2005,5,,,,,,,,
SP,10/3/2005,7,,,,,,,,
SP,10/3/2005,9,,,,,,,,
SP,10/3/2005,11,,,,,,,,
SP,10/3/2005,12,,,,,,,,
SP,10/3/2005,14,,,,,,,,
SP,10/3/2005,16,,,,,,,,
SP,10/3/2005,18,,,,,,,,
SP,10/17/2005,1,,,,,,,,
SP,10/17/2005,3,,,,,,,,
SP,10/17/2005,5,,,,,,,,
SP,10/17/2005,7,,,,,,,,
SP,10/17/2005,9,,,,,,,,
SP,10/17/2005,11,,,,,,,,
SP,10/17/2005,13,,,,,,,,
SP,10/17/2005,15,,,,,,,,
SP,10/17/2005,17,,,,,,,,
SP,10/17/2005,18,,,,,,,,
SP,11/15/2005,0,6,11.3,3.19,3.05,0.7,0.07,0,97
SP,11/15/2005,2,,,,,,,,
SP,11/15/2005,4,,,,,,,,
SP,11/15/2005,6,,,,,,,,
SP,11/15/2005,8,,,,,,,,
SP,11/15/2005,10,6.04,11.3,3.24,3.02,0.69,0.07,0,97
SP,11/15/2005,12,,,,,,,,
SP,11/15/2005,14,,,,,,,,
SP,11/15/2005,16,,,,,,,,
SP,11/15/2005,18,6.28,11.1,3.14,2.97,0.68,0.06,0,
SP,1/17/2006,1,,,,,,,,
SP,1/17/2006,3,,,,,,,,
SP,1/17/2006,5,,,,,,,,
SP,1/17/2006,7,,,,,,,,
SP,1/17/2006,9,,,,,,,,
SP,1/17/2006,10,,,,,,,,
SP,1/17/2006,12,,,,,,,,
SP,1/17/2006,14,,,,,,,,
SP,1/17/2006,16,,,,,,,,
SP,1/17/2006,18,,,,,,,,
SP,2/13/2006,0,7.71,10.9,3.21,2.87,0.69,0.01,0,106
SP,2/13/2006,2,,,,,,,,
SP,2/13/2006,4,,,,,,,,
SP,2/13/2006,6,,,,,,,,
SP,2/13/2006,8,,,,,,,,
SP,2/13/2006,10,7.01,11.3,3.25,2.88,0.65,0.49,0.02,99
SP,2/13/2006,12,,,,,,,,
SP,2/13/2006,14,,,,,,,,
SP,2/13/2006,16,,,,,,,,
SP,2/13/2006,18,7.16,12.9,3.5,2.93,0.74,10.3,0.67,118
SP,3/31/2006,0,,,,,,,,
SP,3/31/2006,2,,,,,,,,
SP,3/31/2006,4,,,,,,,,
SP,3/31/2006,6,,,,,,,,
SP,3/31/2006,8,,,,,,,,
SP,3/31/2006,10,,,,,,,,
SP,3/31/2006,12,,,,,,,,
SP,3/31/2006,14,,,,,,,,
SP,3/31/2006,16,,,,,,,,
SP,3/31/2006,18,,,,,,,,
SP,4/20/2006,1,,,,,,,,
SP,4/20/2006,3,,,,,,,,
SP,4/20/2006,5,,,,,,,,
SP,4/20/2006,7,,,,,,,,
SP,4/20/2006,9,,,,,,,,
SP,4/20/2006,10,6.95,10.56,3.13,2.81,0.58,0.06,0,98
SP,4/20/2006,12,,,,,,,,
SP,4/20/2006,14,,,,,,,,
SP,4/20/2006,16,,,,,,,,
SP,5/2/2006,0,,,,,,,,
SP,5/2/2006,2,,,,,,,,
SP,5/2/2006,4,,,,,,,,
SP,5/2/2006,6,,,,,,,,
SP,5/2/2006,8,,,,,,,,
SP,5/2/2006,10,,,,,,,,
SP,5/2/2006,12,,,,,,,,
SP,5/2/2006,14,,,,,,,,
SP,5/2/2006,15,,,,,,,,
SP,5/2/2006,17,,,,,,,,
SP,5/18/2006,0,,,,,,,,
SP,5/18/2006,1,,,,,,,,
SP,5/18/2006,3,,,,,,,,
SP,5/18/2006,5,,,,,,,,
SP,5/18/2006,7,,,,,,,,
SP,5/18/2006,9,,,,,,,,
SP,5/18/2006,11,,,,,,,,
SP,5/18/2006,13,,,,,,,,
SP,5/18/2006,15,,,,,,,,
